age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
26,technician,single,secondary,455,no,no,cellular,29,jan,240,1,182,8,other,no
33,management,married,tertiary,849,yes,no,cellular,6,aug,89,2,-1,0,unknown,no
32,admin.,married,tertiary,118,no,no,cellular,21,nov,383,4,176,10,failure,no
30,management,single,tertiary,725,no,no,cellular,11,aug,69,4,-1,0,unknown,no
53,self-employed,married,primary,6,yes,no,unknown,27,may,233,2,-1,0,unknown,no
39,technician,single,secondary,14,yes,no,cellular,7,may,72,1,-1,0,unknown,no
35,technician,married,tertiary,0,yes,yes,cellular,26,apr,135,3,363,2,failure,no
36,student,single,unknown,36,yes,no,unknown,29,may,705,1,-1,0,unknown,no
38,services,married,secondary,311,no,yes,cellular,25,jul,114,12,-1,0,unknown,no
42,technician,single,secondary,3,no,no,cellular,19,aug,367,1,-1,0,unknown,no
58,retired,married,tertiary,0,no,no,cellular,13,aug,641,4,-1,0,unknown,yes
50,management,divorced,tertiary,0,no,no,cellular,25,aug,57,3,-1,0,unknown,no
42,technician,single,secondary,-1129,yes,no,unknown,2,jun,555,5,-1,0,unknown,yes
48,technician,married,secondary,219,yes,yes,unknown,29,may,154,4,-1,0,unknown,no
60,blue-collar,married,tertiary,759,no,no,cellular,8,aug,255,2,-1,0,unknown,no
41,blue-collar,married,secondary,1219,yes,no,cellular,11,may,628,1,-1,0,unknown,no
54,unemployed,married,primary,6427,yes,no,telephone,19,nov,53,1,-1,0,unknown,no
56,management,divorced,tertiary,3287,no,no,cellular,27,apr,497,1,-1,0,unknown,yes
38,management,single,tertiary,8669,yes,no,telephone,21,nov,228,6,-1,0,unknown,no
31,management,single,secondary,2317,no,no,cellular,16,apr,87,2,-1,0,unknown,no
34,technician,single,secondary,513,yes,no,cellular,5,may,165,3,169,5,other,no
32,management,single,tertiary,2974,yes,no,cellular,20,apr,169,1,-1,0,unknown,no
33,blue-collar,married,secondary,580,yes,no,unknown,28,may,36,1,-1,0,unknown,no
27,blue-collar,married,secondary,0,yes,no,cellular,17,jul,444,6,-1,0,unknown,no
20,blue-collar,single,secondary,423,yes,no,cellular,16,apr,498,1,-1,0,unknown,yes
31,blue-collar,single,primary,660,yes,no,cellular,28,aug,207,3,478,2,failure,no
36,technician,single,tertiary,470,yes,no,cellular,16,apr,123,3,265,13,success,no
52,admin.,married,primary,204,no,no,cellular,19,aug,123,2,-1,0,unknown,no
35,technician,single,tertiary,33,no,no,cellular,29,aug,300,2,-1,0,unknown,no
31,services,married,secondary,0,yes,yes,cellular,21,jul,270,4,-1,0,unknown,no
41,admin.,single,secondary,3895,yes,no,cellular,14,may,305,3,296,11,other,no
35,technician,married,tertiary,7951,no,yes,unknown,6,jun,103,1,-1,0,unknown,no
32,management,married,tertiary,3517,yes,no,unknown,27,may,57,5,-1,0,unknown,no
34,management,single,tertiary,171,yes,no,cellular,7,may,191,1,294,1,failure,no
53,entrepreneur,married,secondary,162,yes,no,cellular,7,may,270,2,-1,0,unknown,no
51,blue-collar,married,primary,109,yes,no,unknown,27,may,106,2,-1,0,unknown,no
58,admin.,married,secondary,169,no,no,cellular,13,aug,880,1,92,8,success,yes
52,entrepreneur,married,secondary,-36,no,yes,cellular,15,jul,199,4,-1,0,unknown,no
46,admin.,married,tertiary,2552,no,no,cellular,3,sep,260,1,94,8,success,yes
41,admin.,married,secondary,1010,yes,no,cellular,17,apr,47,1,338,1,failure,no
38,management,single,tertiary,424,yes,no,unknown,5,may,104,1,-1,0,unknown,no
34,entrepreneur,single,tertiary,2856,yes,no,cellular,21,nov,165,2,-1,0,unknown,no
46,entrepreneur,married,primary,0,no,no,cellular,2,feb,64,1,-1,0,unknown,no
40,admin.,married,secondary,538,no,no,unknown,16,jun,167,2,-1,0,unknown,no
51,entrepreneur,married,tertiary,-267,yes,no,cellular,9,jul,42,1,-1,0,unknown,no
49,blue-collar,married,primary,183,yes,yes,cellular,6,feb,257,2,-1,0,unknown,no
54,housemaid,divorced,primary,215,no,yes,unknown,9,jun,117,2,-1,0,unknown,no
35,management,married,tertiary,697,no,no,cellular,5,jun,57,2,304,1,failure,no
42,blue-collar,married,secondary,130,yes,no,unknown,29,may,285,1,-1,0,unknown,no
36,management,single,tertiary,1743,yes,no,cellular,28,jul,428,2,-1,0,unknown,no
44,technician,married,secondary,0,yes,no,unknown,30,may,243,3,-1,0,unknown,no
44,blue-collar,married,primary,612,yes,yes,cellular,19,nov,131,1,-1,0,unknown,no
47,blue-collar,married,secondary,310,no,no,cellular,19,nov,353,2,-1,0,unknown,no
40,management,single,tertiary,0,yes,no,cellular,26,aug,24,16,-1,0,unknown,no
52,technician,married,secondary,5303,yes,no,unknown,19,oct,133,1,-1,0,unknown,yes
42,blue-collar,married,primary,1532,yes,no,cellular,23,jul,98,3,-1,0,unknown,no
71,retired,married,secondary,951,no,yes,cellular,7,apr,83,1,-1,0,unknown,no
42,blue-collar,married,secondary,1958,yes,no,cellular,18,nov,129,1,172,3,failure,no
27,technician,married,secondary,0,yes,no,cellular,28,jul,55,6,-1,0,unknown,no
45,unemployed,married,secondary,891,yes,no,unknown,7,jan,118,1,-1,0,unknown,yes
43,services,married,secondary,2145,no,no,cellular,22,may,271,1,183,3,failure,yes
36,technician,married,secondary,195,yes,no,unknown,8,may,380,2,-1,0,unknown,no
30,blue-collar,married,primary,124,yes,no,unknown,28,aug,5,1,775,2,other,no
55,management,married,tertiary,86,no,no,telephone,16,jun,64,1,-1,0,unknown,no
34,services,married,secondary,205,yes,no,unknown,7,may,312,1,-1,0,unknown,no
36,housemaid,single,secondary,1015,yes,no,cellular,18,may,1008,1,347,2,success,yes
45,admin.,married,secondary,358,yes,no,cellular,13,may,134,2,-1,0,unknown,no
23,blue-collar,married,primary,-213,no,no,unknown,13,may,165,2,-1,0,unknown,no
40,blue-collar,married,primary,-56,yes,no,unknown,27,may,316,1,-1,0,unknown,no
30,services,married,secondary,9531,no,no,cellular,21,nov,105,4,-1,0,unknown,no
25,student,single,secondary,115,no,no,cellular,6,may,796,2,-1,0,unknown,no
61,retired,married,secondary,2917,no,no,cellular,6,oct,215,1,-1,0,unknown,yes
56,unemployed,married,secondary,2629,no,no,cellular,16,jul,293,2,-1,0,unknown,no
41,services,married,secondary,523,yes,yes,telephone,4,nov,5,1,-1,0,unknown,no
63,housemaid,married,primary,91,no,no,telephone,26,aug,128,3,-1,0,unknown,yes
33,technician,married,secondary,0,yes,no,cellular,4,feb,56,1,274,2,failure,no
42,technician,married,tertiary,725,yes,yes,telephone,3,feb,124,3,252,3,failure,no
57,services,married,tertiary,10,no,no,telephone,8,jul,320,3,-1,0,unknown,no
56,blue-collar,married,secondary,385,no,no,cellular,20,aug,210,3,-1,0,unknown,no
40,management,married,tertiary,198,yes,no,cellular,18,may,214,5,364,8,failure,no
33,admin.,single,tertiary,0,no,no,cellular,26,jan,93,1,-1,0,unknown,no
30,technician,single,tertiary,1646,no,no,cellular,12,oct,251,3,98,6,other,no
32,management,single,tertiary,258,yes,no,cellular,29,aug,131,4,-1,0,unknown,no
41,admin.,single,secondary,334,yes,no,cellular,13,may,14,4,331,22,other,no
41,management,married,tertiary,4357,yes,no,unknown,19,may,110,1,-1,0,unknown,no
27,admin.,single,secondary,685,yes,no,unknown,6,jun,672,2,-1,0,unknown,no
45,services,married,secondary,1259,yes,no,unknown,6,may,507,1,-1,0,unknown,no
37,technician,married,secondary,344,yes,yes,cellular,17,nov,56,1,-1,0,unknown,no
73,retired,divorced,tertiary,3203,no,no,cellular,20,apr,148,1,-1,0,unknown,yes
31,management,married,tertiary,4015,yes,no,cellular,2,feb,95,2,241,3,other,no
31,services,single,secondary,278,no,no,cellular,28,may,95,3,-1,0,unknown,no
42,blue-collar,married,secondary,166,yes,no,unknown,7,may,285,3,-1,0,unknown,no
54,blue-collar,married,secondary,1636,no,no,telephone,20,jul,1008,2,-1,0,unknown,yes
39,management,married,tertiary,271,yes,no,cellular,12,aug,1344,1,-1,0,unknown,yes
41,technician,married,secondary,476,yes,yes,cellular,18,nov,132,1,-1,0,unknown,no
33,blue-collar,married,primary,332,yes,no,unknown,6,may,116,2,-1,0,unknown,no
32,blue-collar,married,secondary,0,yes,no,cellular,8,may,80,2,-1,0,unknown,no
58,admin.,married,primary,879,yes,no,unknown,16,may,242,7,-1,0,unknown,no
40,technician,married,secondary,529,no,yes,cellular,28,jan,596,1,-1,0,unknown,no
28,self-employed,single,tertiary,159,no,no,cellular,14,oct,246,2,420,2,other,yes
38,management,married,tertiary,676,no,no,cellular,15,may,59,3,-1,0,unknown,no
75,retired,divorced,tertiary,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes
24,student,single,secondary,1957,no,no,cellular,4,jun,113,1,-1,0,unknown,no
34,management,married,tertiary,1666,no,no,cellular,11,aug,36,4,-1,0,unknown,no
25,student,single,secondary,963,yes,no,telephone,14,may,230,4,301,1,failure,no
58,retired,married,secondary,1230,no,no,cellular,20,may,420,1,87,1,failure,yes
26,management,single,tertiary,1646,no,no,cellular,18,sep,890,5,-1,0,unknown,yes
31,technician,single,tertiary,1051,no,no,cellular,25,aug,106,4,-1,0,unknown,no
22,student,single,secondary,1564,no,no,cellular,28,aug,36,2,-1,0,unknown,no
46,blue-collar,divorced,secondary,931,no,yes,cellular,20,nov,90,2,-1,0,unknown,no
48,management,married,primary,427,no,no,cellular,17,nov,62,1,-1,0,unknown,no
33,management,single,tertiary,48,yes,no,cellular,11,may,400,1,173,5,failure,no
44,services,divorced,secondary,0,yes,no,cellular,11,may,151,2,370,2,failure,no
41,technician,divorced,secondary,988,no,no,cellular,21,aug,429,2,-1,0,unknown,no
58,housemaid,married,primary,935,yes,no,unknown,6,jun,272,2,-1,0,unknown,no
32,services,married,secondary,356,yes,no,cellular,29,jan,56,2,223,5,failure,no
32,services,divorced,secondary,5267,yes,no,cellular,21,nov,183,1,168,2,failure,no
46,management,divorced,tertiary,194,no,no,cellular,28,jan,97,1,-1,0,unknown,no
32,management,married,tertiary,71,yes,no,cellular,21,jul,221,8,-1,0,unknown,no
56,technician,married,primary,314,yes,yes,cellular,30,jan,108,2,2,5,other,no
35,management,single,secondary,73,yes,no,unknown,28,may,79,2,-1,0,unknown,no
29,services,single,secondary,84,no,yes,unknown,3,jul,587,3,-1,0,unknown,yes
36,management,divorced,tertiary,8119,no,yes,cellular,8,aug,118,2,-1,0,unknown,no
35,technician,married,tertiary,-269,yes,yes,cellular,14,may,344,4,-1,0,unknown,no
32,blue-collar,single,secondary,259,yes,no,cellular,8,may,158,3,354,1,failure,no
57,unknown,married,unknown,19268,no,no,unknown,23,oct,301,1,-1,0,unknown,yes
33,technician,single,tertiary,1636,yes,no,cellular,4,may,592,1,66,1,success,yes
53,management,married,primary,1925,no,no,cellular,19,nov,161,1,-1,0,unknown,no
36,admin.,single,secondary,115,no,no,cellular,2,feb,225,1,-1,0,unknown,no
34,technician,married,secondary,357,yes,no,cellular,28,jul,25,20,-1,0,unknown,no
39,management,married,secondary,1585,yes,no,cellular,30,jan,82,2,-1,0,unknown,no
34,unemployed,single,tertiary,906,yes,no,unknown,27,may,101,3,-1,0,unknown,no
33,management,married,tertiary,728,yes,no,cellular,13,aug,275,5,-1,0,unknown,no
39,management,single,primary,375,no,no,telephone,31,jul,80,2,-1,0,unknown,no
28,student,single,tertiary,170,no,no,telephone,14,may,16,5,-1,0,unknown,no
56,retired,married,secondary,3948,no,no,cellular,3,apr,484,1,135,3,failure,no
36,entrepreneur,married,secondary,185,yes,no,cellular,15,jul,136,2,-1,0,unknown,no
38,technician,married,secondary,728,yes,no,cellular,18,nov,286,1,181,2,other,no
30,management,single,tertiary,45,no,no,telephone,2,feb,211,2,-1,0,unknown,no
54,management,married,tertiary,-305,yes,no,unknown,26,may,280,3,-1,0,unknown,no
60,technician,married,secondary,294,no,no,telephone,18,dec,104,5,198,4,success,no
37,admin.,married,secondary,10465,no,no,unknown,17,jun,144,6,-1,0,unknown,no
34,technician,married,secondary,657,no,no,cellular,5,jun,263,2,-1,0,unknown,no
57,admin.,married,secondary,-967,yes,no,telephone,15,may,8,7,-1,0,unknown,no
47,management,single,tertiary,124,no,no,cellular,29,aug,14,15,-1,0,unknown,no
42,blue-collar,married,primary,517,yes,no,cellular,31,jul,101,7,-1,0,unknown,no
32,management,single,tertiary,4262,yes,no,cellular,20,apr,246,1,152,1,failure,no
45,blue-collar,married,primary,1291,yes,no,cellular,28,aug,189,17,-1,0,unknown,no
37,technician,married,secondary,449,yes,no,cellular,29,aug,59,4,-1,0,unknown,no
37,admin.,married,secondary,5132,no,no,cellular,31,jul,536,8,-1,0,unknown,no
42,housemaid,married,secondary,197,no,no,unknown,18,jun,199,1,-1,0,unknown,no
58,blue-collar,married,primary,853,no,no,cellular,7,jul,317,3,-1,0,unknown,no
30,admin.,single,secondary,122,yes,no,cellular,7,may,219,2,-1,0,unknown,no
44,housemaid,divorced,primary,629,no,no,cellular,30,jul,432,4,-1,0,unknown,no
53,admin.,married,secondary,614,yes,no,unknown,28,may,126,2,-1,0,unknown,no
36,blue-collar,single,primary,263,yes,no,unknown,15,may,172,2,-1,0,unknown,no
40,services,married,secondary,251,yes,no,cellular,30,jul,153,6,-1,0,unknown,no
25,entrepreneur,single,primary,-65,yes,no,unknown,28,may,129,2,-1,0,unknown,no
49,management,married,secondary,3286,yes,no,cellular,23,jul,73,2,-1,0,unknown,no
52,blue-collar,married,secondary,-164,no,no,cellular,22,aug,314,4,-1,0,unknown,no
33,technician,single,tertiary,317,yes,no,cellular,4,jun,323,1,80,14,other,yes
31,management,married,tertiary,1575,no,no,cellular,12,aug,178,4,-1,0,unknown,no
43,self-employed,divorced,secondary,484,yes,no,cellular,13,may,180,2,173,6,failure,no
27,management,married,tertiary,342,yes,no,cellular,17,jul,818,1,-1,0,unknown,no
31,management,single,tertiary,1377,no,no,cellular,5,aug,371,2,-1,0,unknown,no
28,admin.,single,secondary,26,yes,no,cellular,7,may,227,2,-1,0,unknown,no
32,services,married,secondary,2578,no,no,cellular,29,jul,86,3,-1,0,unknown,no
54,management,married,secondary,282,yes,yes,unknown,5,may,154,1,-1,0,unknown,no
56,unemployed,married,secondary,0,no,no,telephone,2,feb,492,1,-1,0,unknown,yes
56,retired,divorced,tertiary,13094,no,no,cellular,25,may,1064,1,-1,0,unknown,yes
41,management,married,tertiary,1132,no,no,unknown,15,may,95,4,-1,0,unknown,no
35,blue-collar,married,secondary,187,no,yes,cellular,21,jul,178,1,-1,0,unknown,no
30,technician,married,unknown,-315,yes,no,unknown,8,may,201,2,-1,0,unknown,no
51,entrepreneur,divorced,tertiary,58,yes,no,cellular,30,jan,93,1,2,1,other,no
33,services,married,secondary,1330,yes,no,cellular,18,nov,245,1,-1,0,unknown,no
45,management,married,tertiary,506,no,no,cellular,23,apr,229,2,-1,0,unknown,yes
26,blue-collar,married,primary,40,no,yes,cellular,28,jul,49,3,-1,0,unknown,no
39,blue-collar,single,tertiary,172,yes,no,cellular,10,aug,248,1,131,1,success,no
29,technician,single,secondary,156,yes,no,unknown,27,may,574,5,-1,0,unknown,no
50,admin.,married,secondary,3608,yes,no,cellular,14,may,196,8,182,4,success,yes
42,technician,divorced,secondary,58,no,no,cellular,19,aug,153,2,-1,0,unknown,no
31,technician,single,tertiary,1887,no,yes,unknown,21,may,389,1,-1,0,unknown,no
35,technician,single,secondary,1609,yes,no,unknown,30,may,288,3,-1,0,unknown,no
24,blue-collar,single,secondary,-398,yes,no,cellular,18,may,14,3,355,4,other,no
48,management,married,tertiary,2218,yes,no,unknown,13,may,43,2,-1,0,unknown,no
34,admin.,married,secondary,430,yes,no,cellular,21,jul,82,4,-1,0,unknown,no
43,services,divorced,secondary,1040,yes,no,unknown,19,may,552,3,-1,0,unknown,yes
22,student,single,primary,3472,no,no,cellular,20,oct,332,1,183,3,failure,yes
28,technician,single,secondary,541,yes,no,unknown,26,may,157,3,-1,0,unknown,no
57,admin.,married,secondary,567,yes,no,cellular,2,feb,87,2,265,3,other,no
60,management,divorced,secondary,0,yes,no,telephone,13,may,65,4,350,6,failure,no
70,retired,married,secondary,1024,no,no,cellular,17,apr,278,1,-1,0,unknown,no
31,blue-collar,married,secondary,125,yes,no,cellular,14,may,201,1,350,2,failure,no
40,technician,married,secondary,1819,no,no,cellular,5,jun,398,2,-1,0,unknown,no
38,technician,single,tertiary,1113,no,no,unknown,20,jun,34,4,-1,0,unknown,no
31,admin.,single,secondary,40,no,no,cellular,4,aug,158,1,104,2,failure,no
33,management,single,tertiary,191,no,yes,cellular,3,feb,678,4,209,1,failure,no
50,blue-collar,married,secondary,6258,yes,no,unknown,15,may,139,7,-1,0,unknown,no
56,self-employed,married,tertiary,349,yes,no,telephone,4,may,186,4,-1,0,unknown,no
28,services,single,secondary,129,yes,no,cellular,18,may,32,2,-1,0,unknown,no
36,management,married,tertiary,324,no,no,cellular,18,aug,104,4,-1,0,unknown,no
65,retired,married,secondary,3812,no,no,cellular,18,aug,363,1,-1,0,unknown,no
51,blue-collar,married,secondary,1151,yes,yes,cellular,29,jul,125,2,-1,0,unknown,no
33,blue-collar,divorced,secondary,86,no,yes,cellular,21,nov,183,3,186,1,failure,no
39,management,married,tertiary,305,yes,no,unknown,7,may,275,6,-1,0,unknown,no
63,retired,married,secondary,23047,no,no,cellular,17,jun,530,1,139,2,other,no
42,self-employed,married,secondary,513,no,no,telephone,5,feb,98,1,-1,0,unknown,no
44,management,married,tertiary,1590,yes,yes,cellular,21,jul,54,8,-1,0,unknown,no
51,management,divorced,tertiary,6,no,no,unknown,2,jun,193,4,-1,0,unknown,no
57,retired,divorced,primary,0,no,yes,cellular,24,jul,125,2,-1,0,unknown,no
37,blue-collar,married,secondary,6,yes,no,cellular,12,may,136,2,-1,0,unknown,no
21,student,single,primary,8278,no,no,cellular,29,oct,445,1,-1,0,unknown,yes
44,admin.,single,secondary,946,yes,no,unknown,30,may,181,4,-1,0,unknown,no
50,entrepreneur,married,tertiary,388,yes,no,cellular,11,may,258,4,329,2,failure,no
39,services,married,secondary,1323,yes,yes,telephone,16,jul,188,1,-1,0,unknown,no
77,retired,married,primary,2223,no,no,telephone,10,aug,365,2,187,1,success,no
52,technician,married,unknown,0,yes,no,cellular,17,nov,136,1,-1,0,unknown,no
39,blue-collar,married,secondary,472,yes,no,cellular,29,jan,612,5,-1,0,unknown,no
39,management,single,tertiary,5047,no,no,cellular,29,apr,218,4,-1,0,unknown,yes
40,technician,married,secondary,84,yes,no,cellular,8,aug,119,3,-1,0,unknown,no
40,self-employed,married,secondary,1516,yes,yes,unknown,23,may,373,1,-1,0,unknown,no
36,self-employed,married,tertiary,2517,no,no,unknown,11,jun,117,2,-1,0,unknown,no
39,management,divorced,tertiary,5009,yes,no,cellular,18,nov,255,1,126,2,failure,no
34,blue-collar,married,primary,298,yes,no,unknown,8,may,220,2,-1,0,unknown,no
27,admin.,single,secondary,557,yes,no,cellular,13,may,466,2,-1,0,unknown,no
56,entrepreneur,married,tertiary,693,no,no,cellular,22,jul,89,5,-1,0,unknown,no
39,technician,divorced,secondary,507,no,no,cellular,20,aug,173,4,-1,0,unknown,no
36,services,married,secondary,878,yes,no,cellular,20,apr,108,1,-1,0,unknown,no
44,management,married,tertiary,2400,no,no,unknown,20,jun,82,1,-1,0,unknown,no
42,entrepreneur,married,secondary,707,no,no,cellular,1,jun,233,1,348,1,success,no
52,unemployed,married,primary,255,no,yes,cellular,10,jul,374,3,-1,0,unknown,no
42,admin.,married,secondary,196,yes,yes,cellular,19,nov,186,1,-1,0,unknown,no
33,services,single,secondary,0,yes,no,unknown,16,may,212,1,-1,0,unknown,no
34,management,married,tertiary,828,no,yes,cellular,11,aug,1080,3,-1,0,unknown,yes
42,management,married,tertiary,255,yes,yes,unknown,3,jun,238,2,-1,0,unknown,no
33,management,married,tertiary,0,yes,no,unknown,6,may,290,1,-1,0,unknown,no
44,management,married,secondary,4425,no,no,cellular,30,jul,477,2,-1,0,unknown,no
59,blue-collar,married,primary,625,no,no,cellular,9,jul,133,1,-1,0,unknown,no
35,blue-collar,married,secondary,1209,yes,no,unknown,26,may,304,3,-1,0,unknown,no
36,blue-collar,married,secondary,439,yes,no,unknown,21,may,260,5,-1,0,unknown,no
38,blue-collar,married,primary,406,yes,no,cellular,25,jul,460,5,-1,0,unknown,no
51,housemaid,married,primary,1521,no,no,unknown,6,jun,24,1,-1,0,unknown,no
58,management,divorced,tertiary,315,yes,no,cellular,17,nov,62,2,-1,0,unknown,no
50,management,married,primary,1458,no,no,cellular,28,jan,92,1,-1,0,unknown,no
34,blue-collar,single,primary,4723,yes,no,cellular,18,may,350,3,-1,0,unknown,no
39,management,married,tertiary,0,yes,no,unknown,3,jun,164,2,-1,0,unknown,no
47,housemaid,married,secondary,582,no,no,cellular,13,aug,73,1,-1,0,unknown,no
40,technician,single,secondary,200,yes,no,unknown,6,may,322,2,-1,0,unknown,no
31,management,single,tertiary,528,no,yes,cellular,21,nov,5,7,-1,0,unknown,no
37,blue-collar,married,secondary,103,yes,no,cellular,12,may,153,1,-1,0,unknown,no
29,admin.,single,secondary,171,yes,no,unknown,11,jun,83,10,-1,0,unknown,no
54,technician,married,unknown,851,yes,no,unknown,5,may,108,2,-1,0,unknown,no
46,technician,married,secondary,1,no,yes,cellular,20,nov,200,1,-1,0,unknown,no
59,management,divorced,tertiary,14,no,yes,cellular,28,jul,114,2,-1,0,unknown,no
71,retired,married,tertiary,2887,no,no,cellular,30,jun,128,1,-1,0,unknown,yes
41,management,married,tertiary,285,yes,no,cellular,31,aug,90,4,147,4,failure,no
32,blue-collar,married,secondary,17332,yes,yes,cellular,20,apr,165,1,-1,0,unknown,no
28,blue-collar,single,secondary,0,yes,no,unknown,4,jun,237,1,-1,0,unknown,no
38,blue-collar,married,secondary,475,yes,no,cellular,5,feb,412,1,-1,0,unknown,no
40,management,single,secondary,906,yes,no,cellular,5,may,67,4,-1,0,unknown,no
42,management,single,tertiary,0,no,yes,cellular,21,aug,384,5,-1,0,unknown,no
38,blue-collar,married,secondary,376,yes,no,unknown,7,may,1521,1,-1,0,unknown,no
92,retired,married,unknown,775,no,no,cellular,26,jan,164,4,96,3,success,yes
43,entrepreneur,married,secondary,3766,no,no,cellular,18,nov,84,4,-1,0,unknown,no
34,management,married,tertiary,201,no,no,telephone,4,may,21,5,-1,0,unknown,no
43,management,married,tertiary,254,yes,yes,cellular,15,jul,104,3,-1,0,unknown,no
46,technician,divorced,secondary,387,yes,yes,cellular,3,apr,298,1,-1,0,unknown,no
31,services,married,secondary,395,no,no,telephone,19,nov,196,3,117,3,failure,no
36,management,married,secondary,1160,yes,no,cellular,15,apr,56,1,323,3,failure,no
80,retired,married,secondary,87,no,no,telephone,27,oct,219,2,-1,0,unknown,no
26,admin.,married,secondary,1641,yes,no,unknown,27,may,118,1,-1,0,unknown,no
32,management,single,tertiary,703,yes,no,cellular,17,apr,200,3,-1,0,unknown,no
27,admin.,single,tertiary,4991,yes,no,cellular,13,feb,123,1,-1,0,unknown,no
39,management,single,tertiary,763,no,no,cellular,22,feb,543,1,189,1,failure,yes
32,blue-collar,married,primary,3136,yes,no,cellular,19,nov,820,1,-1,0,unknown,yes
34,blue-collar,married,secondary,2076,yes,no,cellular,20,apr,257,1,-1,0,unknown,no
30,management,married,tertiary,69,yes,no,unknown,6,jul,42,1,-1,0,unknown,no
29,technician,married,secondary,3615,yes,no,cellular,30,jul,93,3,-1,0,unknown,no
38,technician,single,secondary,615,yes,no,unknown,2,jun,215,1,-1,0,unknown,no
49,management,married,tertiary,4594,no,no,cellular,11,aug,157,3,-1,0,unknown,no
33,blue-collar,married,primary,1002,yes,no,cellular,20,apr,92,2,325,4,failure,no
36,admin.,divorced,tertiary,289,yes,yes,cellular,28,aug,67,3,280,4,failure,no
33,unemployed,single,secondary,237,yes,no,cellular,4,feb,1052,2,-1,0,unknown,no
50,services,married,secondary,378,no,yes,telephone,18,jul,55,9,-1,0,unknown,no
24,management,single,tertiary,553,yes,no,unknown,26,may,249,1,-1,0,unknown,no
47,technician,married,secondary,2781,yes,no,unknown,15,may,855,4,-1,0,unknown,no
34,admin.,single,secondary,296,no,no,cellular,20,nov,68,1,136,4,failure,no
36,self-employed,married,tertiary,16430,yes,no,unknown,6,jun,197,3,-1,0,unknown,no
26,technician,single,secondary,1256,no,no,unknown,26,may,404,1,-1,0,unknown,no
58,entrepreneur,married,primary,124,yes,no,cellular,7,jul,293,7,-1,0,unknown,no
33,admin.,married,secondary,252,yes,no,cellular,22,jul,270,2,-1,0,unknown,no
33,blue-collar,married,primary,1050,yes,no,unknown,26,may,304,4,-1,0,unknown,no
32,management,single,tertiary,10281,no,no,cellular,22,apr,400,1,-1,0,unknown,yes
29,housemaid,married,secondary,823,yes,no,unknown,23,may,14,2,-1,0,unknown,no
44,technician,single,unknown,1431,no,no,cellular,16,jul,199,2,-1,0,unknown,no
41,technician,single,secondary,2919,yes,no,unknown,16,may,329,3,-1,0,unknown,no
39,blue-collar,married,secondary,1756,yes,no,cellular,3,apr,939,1,-1,0,unknown,yes
52,blue-collar,married,secondary,331,no,no,cellular,8,aug,84,4,-1,0,unknown,no
42,admin.,divorced,secondary,-172,yes,yes,unknown,4,jun,179,1,-1,0,unknown,no
33,management,married,tertiary,415,no,no,cellular,4,may,75,5,167,1,other,no
59,entrepreneur,married,secondary,1085,no,yes,cellular,29,jul,101,4,-1,0,unknown,no
36,services,married,tertiary,45,no,no,cellular,19,nov,52,3,-1,0,unknown,no
48,blue-collar,married,primary,556,yes,no,telephone,12,may,22,1,-1,0,unknown,no
49,blue-collar,married,primary,592,no,no,cellular,28,aug,133,15,-1,0,unknown,no
48,blue-collar,married,primary,363,yes,no,unknown,18,jun,257,6,-1,0,unknown,no
49,admin.,married,secondary,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,yes
34,blue-collar,married,secondary,1831,yes,no,unknown,20,may,203,2,-1,0,unknown,no
38,blue-collar,single,secondary,519,yes,yes,unknown,18,jun,13,14,-1,0,unknown,no
33,management,single,tertiary,726,no,no,cellular,28,jan,219,1,-1,0,unknown,no
33,technician,single,tertiary,68,no,no,cellular,14,aug,96,2,-1,0,unknown,no
58,management,divorced,tertiary,4256,no,no,cellular,22,may,121,1,-1,0,unknown,no
45,blue-collar,married,secondary,247,yes,no,cellular,8,may,157,1,-1,0,unknown,no
26,services,single,secondary,136,no,no,cellular,20,apr,120,1,-1,0,unknown,yes
37,management,married,primary,1959,no,no,unknown,11,jun,439,1,-1,0,unknown,no
53,blue-collar,married,primary,896,yes,no,unknown,14,may,106,1,-1,0,unknown,no
51,management,divorced,tertiary,-256,yes,yes,cellular,14,may,97,1,-1,0,unknown,no
22,student,single,secondary,364,yes,no,unknown,15,may,282,1,-1,0,unknown,no
33,management,single,tertiary,561,no,no,cellular,7,apr,104,1,-1,0,unknown,no
34,technician,single,tertiary,299,yes,no,unknown,21,may,205,2,-1,0,unknown,no
85,retired,divorced,primary,7613,no,no,cellular,18,feb,355,3,-1,0,unknown,yes
67,retired,married,primary,1430,no,no,telephone,12,oct,88,3,-1,0,unknown,no
46,blue-collar,married,primary,-339,yes,yes,cellular,11,may,182,2,-1,0,unknown,no
29,management,married,tertiary,8089,yes,no,unknown,28,may,314,2,-1,0,unknown,no
41,blue-collar,single,primary,3237,no,no,cellular,14,may,240,3,363,4,other,no
60,blue-collar,married,secondary,5450,no,no,cellular,18,aug,113,4,-1,0,unknown,no
21,admin.,single,tertiary,242,no,yes,cellular,26,mar,131,4,-1,0,unknown,no
34,blue-collar,single,primary,2146,yes,no,unknown,13,may,138,1,-1,0,unknown,no
48,management,married,tertiary,1147,no,no,cellular,3,dec,155,1,120,3,success,yes
